.э|гес	nom,1sg,comp
.э|гем	nom,1sg,comp
.э	nom,1sg
.ы|гес	nom,1sg,comp
.ы|гем	nom,1sg,comp
.ы	nom,1sg
.e|гес	nom,1sg,comp
.e|гем	nom,1sg,comp
.e	nom,1sg
.ме|гес	acc,1sg,comp
.ме|гем	acc,1sg,comp
.ме	acc,1sg
.элэн|гес	gen,1sg,comp
.элэн|гем	gen,1sg,comp
.элэн	gen,1sg
.ылэн|гес	gen,1sg,comp
.ылэн|гем	gen,1sg,comp
.ылэн	gen,1sg
.елэн|гес	gen,1sg,comp
.елэн|гем	gen,1sg,comp
.елэн	gen,1sg
.элэсь|гес	abl,1sg,comp
.элэсь|гем	abl,1sg,comp
.элэсь	abl,1sg
.ылэсь|гес	abl,1sg,comp
.ылэсь|гем	abl,1sg,comp
.ылэсь	abl,1sg
.елэсь|гес	abl,1sg,comp
.елэсь|гем	abl,1sg,comp
.елэсь	abl,1sg
.элы|гес	dat,1sg,comp
.элы|гем	dat,1sg,comp
.элы	dat,1sg
.ылы|гес	dat,1sg,comp
.ылы|гем	dat,1sg,comp
.ылы	dat,1sg
.елы|гес	dat,1sg,comp
.елы|гем	dat,1sg,comp
.елы	dat,1sg
.этэк|гес	car,1sg,comp
.этэк|гем	car,1sg,comp
.этэк	car,1sg
.ытэк|гес	car,1sg,comp
.ытэк|гем	car,1sg,comp
.ытэк	car,1sg
.етэк|гес	car,1sg,comp
.етэк|гем	car,1sg,comp
.етэк	car,1sg
.эя|гес	adv,1sg,comp
.эя|гем	adv,1sg,comp
.эя	adv,1sg
.ыя|гес	adv,1sg,comp
.ыя|гем	adv,1sg,comp
.ыя	adv,1sg
.ея|гес	adv,1sg,comp
.ея|гем	adv,1sg,comp
.ея	adv,1sg
.элань|гес	app,1sg,comp
.элань|гем	app,1sg,comp
.элань	app,1sg
.ылэнь|гес	app,1sg,comp
.ылэнь|гем	app,1sg,comp
.ылэнь	app,1sg
.елань|гес	app,1sg,comp
.елань|гем	app,1sg,comp
.елань	app,1sg
.эным|гес	ins,1sg,comp
.эным|гем	ins,1sg,comp
.эным	ins,1sg
.ыным|гес	ins,1sg,comp
.ыным|гем	ins,1sg,comp
.ыным	ins,1sg
.еным|гес	ins,1sg,comp
.еным|гем	ins,1sg,comp
.еным	ins,1sg
.ам|гес	loc,1sg,comp
.ам|гем	loc,1sg,comp
.ам	loc,1sg
.ам|гес	ill,1sg,comp
.ам|гем	ill,1sg,comp
.ам	ill,1sg
.ям|гес	loc,1sg,comp
.ям|гем	loc,1sg,comp
.ям	loc,1sg
.ям|гес	ill,1sg,comp
.ям|гем	ill,1sg,comp
.ям	ill,1sg
.ысьтым|гес	el,1sg,comp
.ысьтым|гем	el,1sg,comp
.ысьтым	el,1sg
.ысеным|гес	egr,1sg,comp
.ысеным|гем	egr,1sg,comp
.ысеным	egr,1sg
.озям|гес	term,1sg,comp
.озям|гем	term,1sg,comp
.озям	term,1sg
.этӥм|гес	prol,1sg,comp
.этӥм|гем	prol,1sg,comp
.этӥм	prol,1sg
.ытӥм|гес	prol,1sg,comp
.ытӥм|гем	prol,1sg,comp
.ытӥм	prol,1sg
.тӥм|гес	prol,1sg,comp
.тӥм|гем	prol,1sg,comp
.тӥм	prol,1sg
.етӥм|гес	prol,1sg,comp
.етӥм|гем	prol,1sg,comp
.етӥм	prol,1sg
